product_id,Avg_Tool_Wear
L54241,155.0
L54243,160.0
L54245,165.0
L54248,173.0
L54249,175.0
L54250,177.0
L54253,187.0
L54255,192.0
L54256,194.0
L54258,199.0
L54259,201.0
L54260,203.0
L54261,205.0
L54262,207.0
L54263,209.0
L54264,211.0
L54265,213.0
L54266,215.0
L54267,217.0
L54269,3.0
L54271,8.0
L54272,10.0
L54274,17.0
L54275,19.0
L54276,21.0
L54278,26.0
L54280,31.0
L54281,33.0
L54284,43.0
L54285,45.0
L54286,47.0
L54289,57.0
L54292,65.0
L54293,67.0
L54296,77.0
L54297,79.0
L54298,81.0
L54299,83.0
L54300,85.0
L54302,90.0
L54305,98.0
L54307,103.0
L54308,105.0
L54309,107.0
L54310,109.0
L54312,114.0
L54315,122.0
L54318,130.0
L54319,132.0
L54320,134.0
L54325,152.0
L54326,154.0
L54327,156.0
L54329,161.0
L54330,163.0
L54332,170.0
L54333,172.0
L54334,174.0
L54337,182.0
L54338,184.0
L54339,186.0
L54341,191.0
L54342,193.0
L54345,201.0
L54347,206.0
L54348,0.0
L54349,2.0
L54353,13.0
L54354,15.0
L54355,17.0
L54356,19.0
L54357,21.0
L54358,23.0
L54359,25.0
L54361,30.0
L54362,32.0
L54363,34.0
L54365,39.0
L54367,44.0
L54368,46.0
L54369,48.0
L54370,50.0
L54371,52.0
L54373,57.0
L54374,59.0
L54377,69.0
L54379,74.0
L54380,76.0
L54381,78.0
L54382,80.0
L54384,85.0
L54385,87.0
L54386,89.0
L54388,94.0
L54389,96.0
L54391,101.0
L54395,112.0
L54397,117.0
L54400,127.0
L54403,137.0
L54404,139.0
L54406,144.0
L54407,146.0
L54409,153.0
L54410,155.0
L54411,157.0
L54413,162.0
L54415,167.0
L54418,175.0
L54419,177.0
L54424,193.0
L54425,195.0
L54426,197.0
L54428,202.0
L54429,204.0
L54433,217.0
L54434,219.0
L54437,5.0
L54438,7.0
L54440,12.0
L54441,14.0
L54443,19.0
L54445,24.0
L54446,26.0
L54447,28.0
L54448,30.0
L54450,35.0
L54452,40.0
L54455,48.0
L54457,53.0
L54459,60.0
L54460,62.0
L54461,64.0
L54462,66.0
L54469,86.0
L54470,88.0
L54471,90.0
L54473,95.0
L54474,97.0
L54477,107.0
L54478,109.0
L54479,111.0
L54480,113.0
L54481,115.0
L54482,117.0
L54483,119.0
L54484,121.0
L54486,126.0
L54488,131.0
L54489,133.0
L54490,135.0
L54492,142.0
L54493,144.0
L54494,146.0
L54495,148.0
L54496,150.0
L54497,152.0
L54499,159.0
L54501,166.0
L54503,173.0
L54505,178.0
L54508,186.0
L54511,196.0
L54514,204.0
L54515,206.0
L54517,213.0
L54518,215.0
L54519,0.0
L54520,2.0
L54521,4.0
L54523,9.0
L54524,11.0
L54525,13.0
L54526,15.0
L54527,17.0
L54529,24.0
L54530,26.0
L54531,28.0
L54533,33.0
L54535,38.0
L54536,40.0
L54537,42.0
L54540,50.0
L54541,52.0
L54542,54.0
L54543,56.0
L54544,58.0
L54545,60.0
L54551,79.0
L54552,81.0
L54553,83.0
L54554,85.0
L54556,90.0
L54557,92.0
L54558,94.0
L54560,99.0
L54561,101.0
L54562,103.0
L54564,108.0
L54569,124.0
L54571,129.0
L54574,137.0
L54576,142.0
L54577,144.0
L54579,149.0
L54581,154.0
L54583,159.0
L54584,161.0
L54586,166.0
L54588,173.0
L54589,175.0
L54590,177.0
L54591,179.0
L54592,181.0
L54594,186.0
L54595,188.0
L54599,199.0
L54600,201.0
L54602,206.0
L54603,208.0
L54607,0.0
L54609,5.0
L54612,13.0
L54614,18.0
L54615,20.0
L54616,22.0
L54617,24.0
L54618,26.0
L54619,28.0
L54620,30.0
L54622,35.0
L54624,42.0
L54625,44.0
L54626,46.0
L54628,51.0
L54629,53.0
L54630,55.0
L54631,57.0
L54632,59.0
L54634,66.0
L54637,74.0
L54639,79.0
L54640,81.0
L54641,83.0
L54642,85.0
L54644,92.0
L54648,107.0
L54649,109.0
L54650,111.0
L54651,113.0
L54654,121.0
L54656,128.0
L54658,133.0
L54663,149.0
L54665,154.0
L54666,156.0
L54667,158.0
L54668,160.0
L54671,168.0
L54673,173.0
L54674,175.0
L54675,177.0
L54676,179.0
L54679,187.0
L54680,189.0
L54681,191.0
L54684,201.0
L54685,203.0
L54686,205.0
L54687,207.0
L54689,212.0
L54690,214.0
L54691,0.0
L54693,5.0
L54694,7.0
L54697,15.0
L54698,17.0
L54699,19.0
L54700,21.0
L54702,26.0
L54704,31.0
L54706,38.0
L54707,40.0
L54709,45.0
L54713,58.0
L54714,60.0
L54715,62.0
L54716,64.0
L54717,66.0
L54719,71.0
L54723,82.0
L54724,84.0
L54725,86.0
L54727,93.0
L54728,95.0
L54729,97.0
L54732,105.0
L54733,107.0
L54735,112.0
L54736,114.0
L54741,128.0
L54746,142.0
L54748,147.0
L54749,149.0
L54751,156.0
L54752,158.0
L54753,160.0
L54754,162.0
L54755,164.0
L54757,169.0
L54758,171.0
L54759,173.0
L54760,175.0
L54763,185.0
L54764,187.0
L54765,189.0
L54766,191.0
L54767,193.0
L54768,195.0
L54769,197.0
L54773,208.0
L54774,0.0
L54776,7.0
L54777,9.0
L54778,11.0
L54779,13.0
L54781,18.0
L54782,20.0
L54783,22.0
L54784,24.0
L54788,37.0
L54789,39.0
L54791,44.0
L54793,49.0
L54794,51.0
L54795,53.0
L54797,58.0
L54799,63.0
L54800,65.0
L54801,67.0
L54803,72.0
L54804,74.0
L54805,76.0
L54807,83.0
L54808,85.0
L54810,90.0
L54811,92.0
L54812,94.0
L54813,96.0
L54815,101.0
L54816,103.0
L54818,110.0
L54819,112.0
L54820,114.0
L54824,127.0
L54825,129.0
L54826,131.0
L54827,133.0
L54828,135.0
L54830,142.0
L54832,147.0
L54833,149.0
L54835,154.0
L54836,156.0
L54837,158.0
L54839,163.0
L54841,168.0
L54843,173.0
L54845,180.0
L54847,185.0
L54848,187.0
L54849,189.0
L54850,191.0
L54854,202.0
L54855,204.0
L54856,206.0
L54857,208.0
L54859,213.0
L54860,215.0
L54861,217.0
L54863,222.0
L54865,227.0
L54868,0.0
L54869,2.0
L54873,15.0
L54875,22.0
L54877,29.0
L54878,31.0
L54885,55.0
L54886,57.0
L54888,64.0
L54889,66.0
L54891,71.0
L54892,73.0
L54894,78.0
L54895,80.0
L54897,85.0
L54901,102.0
L54902,104.0
L54903,106.0
L54905,111.0
L54908,119.0
L54910,126.0
L54911,128.0
L54912,130.0
L54913,132.0
L54914,134.0
L54915,136.0
L54919,149.0
L54920,151.0
L54921,153.0
L54923,158.0
L54924,160.0
L54925,162.0
L54928,170.0
L54929,172.0
L54930,174.0
L54936,191.0
L54938,196.0
L54939,198.0
L54943,3.0
L54946,13.0
L54949,23.0
L54950,25.0
L54951,27.0
L54953,34.0
L54954,36.0
L54955,38.0
L54957,43.0
L54958,45.0
L54959,47.0
L54960,49.0
L54961,51.0
L54963,56.0
L54964,58.0
L54965,60.0
L54966,62.0
L54967,64.0
L54969,69.0
L54970,71.0
L54971,73.0
L54973,80.0
L54976,90.0
L54977,92.0
L54978,94.0
L54979,96.0
L54981,101.0
L54982,103.0
L54985,111.0
L54986,113.0
L54988,118.0
L54990,123.0
L54992,128.0
L54993,130.0
L54994,132.0
L54996,137.0
L54998,144.0
L54999,146.0
L55001,151.0
L55003,158.0
L55004,160.0
L55006,165.0
L55009,173.0
L55012,183.0
L55013,185.0
L55014,187.0
L55015,189.0
L55016,191.0
L55017,193.0
L55018,195.0
L55019,197.0
L55020,199.0
L55021,201.0
L55022,203.0
L55024,208.0
L55025,210.0
L55027,215.0
L55031,3.0
L55032,5.0
L55033,7.0
L55034,9.0
L55036,14.0
L55037,16.0
L55038,18.0
L55040,23.0
L55041,25.0
L55044,33.0
L55045,35.0
L55046,37.0
L55047,39.0
L55051,52.0
L55052,54.0
L55053,56.0
L55054,58.0
L55055,60.0
L55057,67.0
L55058,69.0
L55061,79.0
L55064,91.0
L55065,93.0
L55067,98.0
L55068,100.0
L55070,105.0
L55071,107.0
L55073,112.0
L55075,117.0
L55076,119.0
L55077,121.0
L55078,123.0
L55079,125.0
L55080,127.0
L55081,129.0
L55083,134.0
L55086,142.0
L55087,144.0
L55088,146.0
L55089,148.0
L55091,153.0
L55092,155.0
L55093,157.0
L55096,169.0
L55097,171.0
L55098,173.0
L55099,175.0
L55100,177.0
L55101,179.0
L55102,181.0
L55106,194.0
L55107,196.0
L55108,198.0
L55110,203.0
L55111,205.0
L55112,207.0
L55113,209.0
L55116,217.0
L55117,219.0
L55118,221.0
L55119,223.0
L55122,6.0
L55123,8.0
L55124,10.0
L55125,12.0
L55126,14.0
L55127,16.0
L55128,18.0
L55130,23.0
L55133,31.0
L55134,33.0
L55138,48.0
L55139,50.0
L55141,57.0
L55142,59.0
L55143,61.0
L55144,63.0
L55145,65.0
L55146,67.0
L55148,72.0
L55149,74.0
L55151,79.0
L55152,81.0
L55153,83.0
L55154,85.0
L55157,95.0
L55158,97.0
L55161,105.0
L55162,107.0
L55163,109.0
L55164,111.0
L55165,113.0
L55166,115.0
L55168,122.0
L55169,124.0
L55171,129.0
L55173,134.0
L55174,136.0
L55175,138.0
L55178,146.0
L55181,154.0
L55184,162.0
L55185,164.0
L55186,166.0
L55188,171.0
L55190,178.0
L55191,180.0
L55194,188.0
L55197,196.0
L55198,198.0
L55199,200.0
L55202,210.0
L55204,217.0
L55206,222.0
L55207,224.0
L55208,226.0
L55210,3.0
L55211,5.0
L55212,7.0
L55213,9.0
L55214,11.0
L55215,13.0
L55216,15.0
L55217,17.0
L55218,19.0
L55219,21.0
L55220,23.0
L55222,30.0
L55223,32.0
L55224,34.0
L55226,39.0
L55227,41.0
L55228,43.0
L55230,50.0
L55231,52.0
L55232,54.0
L55233,56.0
L55234,58.0
L55236,65.0
L55237,67.0
L55238,69.0
L55239,71.0
L55244,87.0
L55246,92.0
L55251,106.0
L55253,113.0
L55254,115.0
L55255,117.0
L55256,119.0
L55257,121.0
L55258,123.0
L55259,125.0
L55261,132.0
L55263,139.0
L55264,141.0
L55265,143.0
L55266,145.0
L55267,147.0
L55268,149.0
L55269,151.0
L55270,153.0
L55271,155.0
L55273,160.0
L55275,167.0
L55277,172.0
L55278,174.0
L55279,176.0
L55280,178.0
L55281,180.0
L55282,182.0
L55284,187.0
L55285,189.0
L55289,202.0
L55293,3.0
L55295,10.0
L55296,12.0
L55297,14.0
L55298,16.0
L55299,18.0
L55300,20.0
L55301,22.0
L55304,32.0
L55305,34.0
L55306,36.0
L55308,41.0
L55309,43.0
L55313,58.0
L55314,60.0
L55315,62.0
L55318,72.0
L55319,74.0
L55320,76.0
L55321,78.0
L55323,83.0
L55326,91.0
L55327,93.0
L55331,104.0
L55332,106.0
L55333,108.0
L55334,110.0
L55335,112.0
L55336,114.0
L55337,116.0
L55338,118.0
L55342,133.0
L55343,135.0
L55344,137.0
L55345,139.0
L55346,141.0
L55348,148.0
L55350,153.0
L55352,160.0
L55354,167.0
L55356,172.0
L55357,174.0
L55358,176.0
L55359,178.0
L55361,183.0
L55363,188.0
L55364,190.0
L55365,192.0
L55366,194.0
L55367,196.0
L55369,201.0
L55372,209.0
L55373,211.0
L55374,213.0
L55375,215.0
L55376,217.0
L55379,225.0
L55380,0.0
L55382,5.0
L55384,10.0
L55386,15.0
L55387,17.0
L55388,19.0
L55389,21.0
L55391,28.0
L55394,38.0
L55395,40.0
L55396,42.0
L55397,44.0
L55398,46.0
L55399,48.0
L55402,56.0
L55403,58.0
L55404,60.0
L55405,62.0
L55406,64.0
L55409,72.0
L55410,74.0
L55411,76.0
L55412,78.0
L55414,83.0
L55416,88.0
L55417,90.0
L55418,92.0
L55419,94.0
L55420,96.0
L55424,109.0
L55426,114.0
L55427,116.0
L55428,118.0
L55429,120.0
L55431,125.0
L55432,127.0
L55433,129.0
L55435,134.0
L55438,144.0
L55439,146.0
L55442,158.0
L55446,173.0
L55447,175.0
L55451,188.0
L55452,190.0
L55454,195.0
L55456,200.0
L55458,207.0
L55459,209.0
L55460,211.0
L55464,0.0
L55465,2.0
L55467,7.0
L55469,12.0
L55471,17.0
L55475,30.0
L55476,32.0
L55479,42.0
L55480,44.0
L55482,49.0
L55483,51.0
L55488,67.0
L55490,72.0
L55494,83.0
L55496,90.0
L55497,92.0
L55499,99.0
L55501,104.0
L55502,106.0
L55508,127.0
L55509,129.0
L55510,131.0
L55512,136.0
L55516,147.0
L55518,152.0
L55521,160.0
L55522,162.0
L55524,169.0
L55526,176.0
L55527,178.0
L55532,192.0
L55533,194.0
L55534,196.0
L55535,198.0
L55537,203.0
L55538,0.0
L55540,5.0
L55541,7.0
L55542,9.0
L55543,11.0
L55544,13.0
L55547,21.0
L55548,23.0
L55549,25.0
L55550,27.0
L55551,29.0
L55554,37.0
L55556,42.0
L55557,44.0
L55559,49.0
L55560,51.0
L55562,58.0
L55564,63.0
L55567,73.0
L55568,75.0
L55569,77.0
L55571,82.0
L55573,87.0
L55577,100.0
L55578,102.0
L55579,104.0
L55580,106.0
L55582,113.0
L55583,115.0
L55584,117.0
L55587,125.0
L55589,130.0
L55590,132.0
L55591,134.0
L55594,142.0
L55598,155.0
L55599,157.0
L55600,159.0
L55601,161.0
L55603,168.0
L55604,170.0
L55605,172.0
L55606,174.0
L55607,176.0
L55609,181.0
L55610,183.0
L55612,190.0
L55616,201.0
L55617,203.0
L55618,205.0
L55619,207.0
L55620,0.0
L55621,2.0
L55622,4.0
L55626,15.0
L55627,17.0
L55628,19.0
L55629,21.0
L55630,23.0
L55631,25.0
L55633,30.0
L55634,32.0
L55635,34.0
L55636,36.0
L55637,38.0
L55638,40.0
L55639,42.0
L55640,44.0
L55641,46.0
L55646,62.0
L55647,64.0
L55650,74.0
L55651,76.0
L55652,78.0
L55656,89.0
L55659,99.0
L55660,101.0
L55662,106.0
L55663,108.0
L55664,110.0
L55665,112.0
L55667,117.0
L55668,119.0
L55669,121.0
L55671,126.0
L55674,134.0
L55675,136.0
L55678,144.0
L55679,146.0
L55680,148.0
L55681,150.0
L55683,157.0
L55684,159.0
L55685,161.0
L55686,163.0
L55687,165.0
L55690,173.0
L55691,175.0
L55694,185.0
L55695,187.0
L55696,189.0
L55699,197.0
L55701,202.0
L55704,10.0
L55705,12.0
L55706,14.0
L55707,16.0
L55708,18.0
L55711,26.0
L55712,28.0
L55715,36.0
L55717,41.0
L55718,43.0
L55719,45.0
L55720,47.0
L55721,49.0
L55725,64.0
L55726,66.0
L55728,71.0
L55729,73.0
L55730,75.0
L55732,80.0
L55734,85.0
L55735,87.0
L55736,89.0
L55737,91.0
L55739,96.0
L55740,98.0
L55741,100.0
L55742,102.0
L55743,104.0
L55745,109.0
L55747,114.0
L55748,116.0
L55749,118.0
L55751,125.0
L55753,130.0
L55754,132.0
L55756,137.0
L55757,139.0
L55758,141.0
L55760,146.0
L55763,154.0
L55764,156.0
L55768,169.0
L55770,174.0
L55771,176.0
L55774,184.0
L55776,189.0
L55777,191.0
L55778,193.0
L55779,195.0
L55780,197.0
L55782,204.0
L55784,211.0
L55785,213.0
L55787,218.0
L55788,220.0
L55789,222.0
L55790,0.0
L55791,2.0
L55792,4.0
L55794,9.0
L55795,11.0
L55796,13.0
L55797,15.0
L55798,17.0
L55800,24.0
L55802,29.0
L55805,39.0
L55806,41.0
L55807,43.0
L55808,45.0
L55810,52.0
L55812,59.0
L55813,61.0
L55814,63.0
L55815,65.0
L55816,67.0
L55817,69.0
L55818,71.0
L55819,73.0
L55820,75.0
L55823,83.0
L55826,91.0
L55827,93.0
L55829,98.0
L55835,119.0
L55837,124.0
L55838,126.0
L55839,128.0
L55840,130.0
L55841,132.0
L55842,134.0
L55843,136.0
L55845,143.0
L55846,145.0
L55848,150.0
L55850,155.0
L55851,157.0
L55852,159.0
L55853,161.0
L55858,177.0
L55859,179.0
L55860,181.0
L55861,183.0
L55863,188.0
L55864,190.0
L55868,203.0
L55869,205.0
L55870,207.0
L55871,0.0
L55872,2.0
L55874,7.0
L55876,12.0
L55877,14.0
L55882,30.0
L55884,35.0
L55885,37.0
L55886,39.0
L55887,41.0
L55889,46.0
L55890,48.0
L55891,50.0
L55892,52.0
L55893,54.0
L55895,59.0
L55897,64.0
L55898,66.0
L55899,68.0
L55900,70.0
L55901,72.0
L55902,74.0
L55903,76.0
L55906,84.0
L55907,86.0
L55909,91.0
L55912,103.0
L55914,108.0
L55915,110.0
L55916,112.0
L55917,114.0
L55918,116.0
L55921,126.0
L55922,128.0
L55925,138.0
L55926,140.0
L55927,142.0
L55928,144.0
L55929,146.0
L55930,148.0
L55934,159.0
L55936,164.0
L55937,166.0
L55941,177.0
L55943,184.0
L55944,186.0
L55945,188.0
L55946,190.0
L55947,192.0
L55950,200.0
L55951,202.0
L55952,0.0
L55953,2.0
L55956,12.0
L55958,19.0
L55961,27.0
L55962,29.0
L55964,34.0
L55965,36.0
L55966,38.0
L55968,43.0
L55969,45.0
L55970,47.0
L55972,52.0
L55973,54.0
L55975,59.0
L55976,61.0
L55977,63.0
L55978,65.0
L55979,67.0
L55980,69.0
L55981,71.0
L55982,73.0
L55983,75.0
L55986,83.0
L55988,88.0
L55989,90.0
L55991,95.0
L55993,100.0
L55994,102.0
L56000,125.0
L56002,132.0
L56007,146.0
L56008,148.0
L56012,163.0
L56013,165.0
L56014,167.0
L56016,174.0
L56018,179.0
L56021,187.0
L56022,189.0
L56027,0.0
L56029,5.0
L56030,7.0
L56032,12.0
L56033,14.0
L56035,19.0
L56037,24.0
L56038,26.0
L56039,28.0
L56041,33.0
L56043,38.0
L56045,43.0
L56047,50.0
L56048,52.0
L56049,54.0
L56054,70.0
L56058,83.0
L56059,85.0
L56060,87.0
L56062,94.0
L56064,99.0
L56066,104.0
L56067,106.0
L56070,114.0
L56072,119.0
L56073,121.0
L56076,131.0
L56078,136.0
L56081,144.0
L56084,154.0
L56085,156.0
L56086,158.0
L56088,163.0
L56089,165.0
L56090,167.0
L56091,169.0
L56092,171.0
L56095,179.0
L56096,181.0
L56098,186.0
L56099,188.0
L56100,190.0
L56101,192.0
L56102,194.0
L56108,213.0
L56110,0.0
L56111,2.0
L56112,4.0
L56114,9.0
L56115,11.0
L56116,13.0
L56122,32.0
L56124,37.0
L56125,39.0
L56129,50.0
L56130,52.0
L56131,54.0
L56133,59.0
L56134,61.0
L56136,66.0
L56137,68.0
L56139,73.0
L56140,75.0
L56142,80.0
L56145,88.0
L56146,90.0
L56147,92.0
L56148,94.0
L56149,96.0
L56150,98.0
L56151,100.0
L56153,105.0
L56154,107.0
L56156,114.0
L56158,119.0
L56160,124.0
L56161,126.0
L56162,128.0
L56164,133.0
L56165,135.0
L56167,140.0
L56168,142.0
L56169,144.0
L56170,146.0
L56175,162.0
L56176,164.0
L56178,169.0
L56179,171.0
L56180,173.0
L56181,175.0
L56182,177.0
L56183,179.0
L56185,184.0
L56186,186.0
L56187,188.0
L56189,193.0
L56190,195.0
L56192,200.0
L56195,210.0
L56196,212.0
L56198,217.0
L56199,0.0
L56200,2.0
L56202,7.0
L56203,9.0
L56204,11.0
L56205,13.0
L56208,21.0
L56209,23.0
L56212,33.0
L56213,35.0
L56216,45.0
L56217,47.0
L56218,49.0
L56220,54.0
L56221,56.0
L56223,61.0
L56224,63.0
L56225,65.0
L56226,67.0
L56227,69.0
L56229,74.0
L56231,79.0
L56236,95.0
L56239,103.0
L56242,113.0
L56243,115.0
L56244,117.0
L56246,124.0
L56247,126.0
L56250,136.0
L56251,138.0
L56253,145.0
L56255,150.0
L56256,152.0
L56257,154.0
L56258,156.0
L56260,163.0
L56261,165.0
L56262,167.0
L56264,172.0
L56266,179.0
L56267,181.0
L56269,186.0
L56272,194.0
L56275,202.0
L56276,204.0
L56277,206.0
L56278,0.0
L56280,7.0
L56282,14.0
L56283,16.0
L56286,24.0
L56289,32.0
L56291,37.0
L56293,42.0
L56294,44.0
L56298,57.0
L56300,62.0
L56301,64.0
L56302,66.0
L56303,68.0
L56304,70.0
L56305,72.0
L56306,74.0
L56307,76.0
L56309,81.0
L56310,83.0
L56313,93.0
L56314,95.0
L56316,102.0
L56317,104.0
L56318,106.0
L56319,108.0
L56320,110.0
L56321,112.0
L56322,114.0
L56323,116.0
L56325,121.0
L56326,123.0
L56327,125.0
L56328,127.0
L56331,135.0
L56332,137.0
L56333,139.0
L56334,141.0
L56335,143.0
L56337,148.0
L56343,169.0
L56344,171.0
L56345,173.0
L56349,186.0
L56350,188.0
L56352,193.0
L56354,200.0
L56355,0.0
L56356,2.0
L56357,4.0
L56358,6.0
L56360,13.0
L56361,15.0
L56363,20.0
L56364,22.0
L56365,24.0
L56366,26.0
L56367,28.0
L56368,30.0
L56369,32.0
L56372,40.0
L56374,45.0
L56375,47.0
L56376,49.0
L56379,57.0
L56381,62.0
L56382,64.0
L56383,66.0
L56384,68.0
L56385,70.0
L56387,75.0
L56388,77.0
L56392,88.0
L56393,90.0
L56394,92.0
L56395,94.0
L56397,101.0
L56398,103.0
L56400,108.0
L56403,116.0
L56404,118.0
L56405,120.0
L56406,122.0
L56407,124.0
L56410,132.0
L56411,134.0
L56412,136.0
L56413,138.0
L56414,140.0
L56416,145.0
L56421,161.0
L56423,166.0
L56424,168.0
L56425,170.0
L56426,172.0
L56427,174.0
L56429,179.0
L56434,195.0
L56435,197.0
L56436,199.0
L56440,8.0
L56443,18.0
L56446,26.0
L56447,28.0
L56448,30.0
L56449,32.0
L56450,34.0
L56451,36.0
L56452,38.0
L56454,45.0
L56455,47.0
L56456,49.0
L56457,51.0
L56461,66.0
L56464,74.0
L56466,79.0
L56467,81.0
L56468,83.0
L56469,85.0
L56470,87.0
L56471,89.0
L56472,91.0
L56473,93.0
L56474,95.0
L56478,108.0
L56480,113.0
L56483,121.0
L56484,123.0
L56487,133.0
L56488,135.0
L56489,137.0
L56490,139.0
L56491,141.0
L56493,148.0
L56495,153.0
L56497,160.0
L56498,162.0
L56499,164.0
L56500,166.0
L56501,168.0
L56503,173.0
L56504,175.0
L56506,180.0
L56507,182.0
L56509,189.0
L56511,194.0
L56513,199.0
L56514,201.0
L56515,203.0
L56516,205.0
L56519,217.0
L56524,16.0
L56525,18.0
L56528,26.0
L56530,31.0
L56531,33.0
L56532,35.0
L56533,37.0
L56535,42.0
L56536,44.0
L56538,49.0
L56540,54.0
L56541,56.0
L56543,61.0
L56544,63.0
L56546,68.0
L56547,70.0
L56548,72.0
L56551,82.0
L56552,84.0
L56553,86.0
L56558,106.0
L56559,108.0
L56560,110.0
L56562,115.0
L56569,139.0
L56572,149.0
L56574,156.0
L56575,158.0
L56576,160.0
L56579,170.0
L56580,172.0
L56582,177.0
L56583,179.0
L56584,181.0
L56587,189.0
L56589,196.0
L56591,201.0
L56592,203.0
L56593,205.0
L56594,207.0
L56598,11.0
L56599,13.0
L56600,15.0
L56602,20.0
L56603,22.0
L56606,30.0
L56607,32.0
L56609,39.0
L56610,41.0
L56611,43.0
L56612,45.0
L56614,50.0
L56615,52.0
L56616,54.0
L56621,68.0
L56624,78.0
L56628,91.0
L56634,112.0
L56635,114.0
L56636,116.0
L56638,121.0
L56639,123.0
L56642,131.0
L56644,136.0
L56646,141.0
L56647,143.0
L56648,145.0
L56649,147.0
L56653,160.0
L56655,165.0
L56658,173.0
L56661,183.0
L56664,195.0
L56665,197.0
L56667,202.0
L56669,207.0
L56672,215.0
L56673,217.0
L56674,219.0
L56679,10.0
L56680,12.0
L56681,14.0
L56682,16.0
L56684,21.0
L56685,23.0
L56687,30.0
L56688,32.0
L56691,40.0
L56692,42.0
L56694,47.0
L56695,49.0
L56696,51.0
L56697,53.0
L56698,55.0
L56699,57.0
L56700,59.0
L56703,67.0
L56705,74.0
L56707,79.0
L56709,84.0
L56711,91.0
L56712,93.0
L56713,95.0
L56714,97.0
L56716,102.0
L56718,107.0
L56719,109.0
L56722,117.0
L56724,122.0
L56725,124.0
L56727,129.0
L56728,131.0
L56731,139.0
L56733,144.0
L56736,154.0
L56739,162.0
L56740,164.0
L56741,166.0
L56744,174.0
L56746,179.0
L56747,181.0
L56748,183.0
L56750,188.0
L56751,190.0
L56753,195.0
L56756,205.0
L56758,3.0
L56759,5.0
L56761,10.0
L56763,15.0
L56764,17.0
L56766,22.0
L56769,32.0
L56771,37.0
L56772,39.0
L56773,41.0
L56774,43.0
L56776,50.0
L56777,52.0
L56778,54.0
L56779,56.0
L56781,61.0
L56782,63.0
L56786,76.0
L56787,78.0
L56789,83.0
L56790,85.0
L56791,87.0
L56793,92.0
L56796,100.0
L56797,102.0
L56798,104.0
L56800,109.0
L56802,114.0
L56803,116.0
L56810,142.0
L56811,144.0
L56814,154.0
L56815,156.0
L56816,158.0
L56817,160.0
L56819,167.0
L56820,169.0
L56821,171.0
L56822,173.0
L56823,175.0
L56824,177.0
L56825,179.0
L56826,181.0
L56827,183.0
L56828,185.0
L56833,201.0
L56834,203.0
L56836,210.0
L56837,212.0
L56838,214.0
L56839,216.0
L56843,229.0
L56844,231.0
L56845,233.0
L56847,238.0
L56848,240.0
L56849,242.0
L56850,244.0
L56851,246.0
L56854,8.0
L56856,13.0
L56857,15.0
L56859,20.0
L56860,22.0
L56862,27.0
L56865,37.0
L56866,39.0
L56868,44.0
L56869,46.0
L56871,51.0
L56873,56.0
L56874,58.0
L56875,60.0
L56876,62.0
L56878,67.0
L56879,69.0
L56881,74.0
L56882,76.0
L56883,78.0
L56884,80.0
L56885,82.0
L56887,87.0
L56888,89.0
L56890,94.0
L56893,104.0
L56894,106.0
L56895,108.0
L56897,115.0
L56898,117.0
L56899,119.0
L56901,124.0
L56903,131.0
L56906,139.0
L56907,141.0
L56908,143.0
L56909,145.0
L56910,147.0
L56911,149.0
L56912,151.0
L56915,161.0
L56917,166.0
L56918,168.0
L56919,170.0
L56921,175.0
L56922,177.0
L56923,179.0
L56924,181.0
L56925,183.0
L56926,185.0
L56927,187.0
L56930,197.0
L56931,199.0
L56932,201.0
L56933,203.0
L56936,213.0
L56938,218.0
L56939,0.0
L56941,5.0
L56942,7.0
L56944,12.0
L56945,14.0
L56947,21.0
L56948,23.0
L56949,25.0
L56952,35.0
L56953,37.0
L56957,50.0
L56959,57.0
L56961,62.0
L56962,64.0
L56969,90.0
L56970,92.0
L56974,107.0
L56975,109.0
L56978,119.0
L56983,137.0
L56984,139.0
L56985,141.0
L56986,143.0
L56987,145.0
L56990,153.0
L56991,155.0
L56993,160.0
L57001,185.0
L57002,187.0
L57004,192.0
L57005,194.0
L57006,196.0
L57008,201.0
L57010,206.0
L57011,208.0
L57012,210.0
L57013,212.0
L57015,3.0
L57018,11.0
L57022,24.0
L57023,26.0
L57025,33.0
L57026,35.0
L57027,37.0
L57029,44.0
L57032,52.0
L57033,54.0
L57035,61.0
L57036,63.0
L57038,68.0
L57043,84.0
L57046,92.0
L57047,94.0
L57048,96.0
L57049,98.0
L57052,108.0
L57053,110.0
L57057,123.0
L57058,125.0
L57060,130.0
L57061,132.0
L57062,134.0
L57064,141.0
L57065,143.0
L57066,145.0
L57067,147.0
L57070,157.0
L57071,159.0
L57074,169.0
L57075,171.0
L57077,176.0
L57078,178.0
L57079,180.0
L57084,198.0
L57088,0.0
L57089,2.0
L57090,4.0
L57092,9.0
L57093,11.0
L57094,13.0
L57098,24.0
L57099,26.0
L57107,53.0
L57110,63.0
L57111,65.0
L57112,67.0
L57113,69.0
L57114,71.0
L57115,73.0
L57117,80.0
L57118,82.0
L57121,92.0
L57122,94.0
L57124,99.0
L57125,101.0
L57126,103.0
L57128,108.0
L57130,113.0
L57131,115.0
L57132,117.0
L57133,119.0
L57137,130.0
L57139,135.0
L57140,137.0
L57141,139.0
L57142,141.0
L57143,143.0
L57144,145.0
L57145,147.0
L57146,149.0
L57148,154.0
L57149,156.0
L57152,168.0
